id,cloudy,rain,shine,sunrise
cloudy1.jpg,0.9981958363069348,2.373984804172456e-06,0.0008086640066658348,0.0009931257015951755
cloudy10.jpg,0.9643475717316542,0.019226747323529775,0.0022715596187150586,0.014154121326101105
cloudy100.jpg,0.9500882179283826,0.02276243208115122,0.015245717057606583,0.011903632932859702
cloudy11.jpg,0.9684804862652251,0.018149474011247734,0.0029907914788366535,0.010379248244690307
cloudy12.jpg,0.9610236990763752,0.011434797090369653,0.004823028764504326,0.02271847506875079
cloudy13.jpg,0.9779832229302685,0.0021818841573645314,0.014210011831232997,0.0056248810811338435
cloudy14.jpg,0.9790722140368989,1.1572327665542021e-05,0.006664057984699802,0.014252155650735598
cloudy15.jpg,0.9752641116888029,0.00017430021594800084,0.023440447827293744,0.0011211402679555688
cloudy16.jpg,0.9558232899539345,0.0001872351288160745,0.04391295526304763,7.651965420170862e-05
cloudy17.jpg,0.9822722136293804,0.002462553235785772,0.01373439144159417,0.0015308416932395196
cloudy18.jpg,0.967720692508095,6.418535739787662e-05,0.023390790621166953,0.008824331513340253
cloudy19.jpg,0.9219947022026739,0.023450914402038683,0.03982632520159502,0.014728058193692306
cloudy2.jpg,0.9799554726924937,0.012166324413980871,0.00782301729820638,5.5185595319072766e-05
cloudy20.jpg,0.9925064820195542,0.0003658134591734882,0.0061701535010620576,0.0009575510202103189
cloudy21.jpg,0.9370687308308037,0.0027402206245254568,0.022311308249887616,0.03787974029478333
cloudy22.jpg,0.9775045789018696,2.6661282896885917e-05,0.016381815048153888,0.006086944767079314
cloudy23.jpg,0.9916401268861258,0.0002656221969659817,0.001365533924476706,0.006728716992431552
cloudy24.jpg,0.970367797226849,0.002326110973023075,0.026989645486076033,0.0003164463140519865
cloudy25.jpg,0.948027868598632,0.00837347402415683,0.038000778285163406,0.005597879092047723
cloudy26.jpg,0.976814690421494,0.0003831969071754184,0.006033143601562571,0.016768969069768172
cloudy27.jpg,0.953789340777717,0.037889185691989145,0.003214286793359613,0.005107186736934099
cloudy28.jpg,0.9826897006932541,8.727168691749919e-05,9.35722631777729e-05,0.01712945535665064
cloudy29.jpg,0.9793505650232277,0.00044382133394854216,0.019194173888678757,0.0010114397541449301
cloudy3.jpg,0.9542969546180128,0.0011709166791874566,0.0025731546982566043,0.041958974004543174
cloudy30.jpg,0.9958831997913613,1.701206246509574e-05,0.00041741665268435436,0.0036823714934893664
cloudy31.jpg,0.9617397133958424,0.024049767828204036,0.0021811653739452707,0.01202935340200834
cloudy32.jpg,0.9995453625106033,1.867334840277412e-09,1.4931195868741088e-06,0.0004531425024748832
cloudy33.jpg,0.9940937542624613,8.30021285899919e-06,6.956951551287299e-05,0.005828376009167092
cloudy34.jpg,0.9958831997913613,1.701206246509574e-05,0.00041741665268435436,0.0036823714934893664
cloudy35.jpg,0.9383529339063277,0.0002164170105260342,0.057378389746424084,0.004052259336722369
cloudy36.jpg,0.9922470157544097,2.8664488486066625e-08,1.4246863217526883e-08,0.007752941334238679
cloudy37.jpg,0.9378363885765532,0.0003198821901044359,0.0002813318615228332,0.06156239737181971
cloudy38.jpg,0.9826897006932541,8.727168691749919e-05,9.35722631777729e-05,0.01712945535665064
cloudy39.jpg,0.953789340777717,0.037889185691989145,0.003214286793359613,0.005107186736934099
